idBuku,judulBuku,tipe,penerbit,tahun,deskripsi
4060.0,Panduan manajemen suplementasi vitamin A,Buku,KemenKes RI,2010,"Buku suplementasi kapsul vitamin A dosis tinggi, manajemen kegiatan suplementasi vitamin A, sosialisasi suplementasi vitamin A, evaluasi dll."
4061.0,Panduan manajemen pemberian TABURIA,Buku,KemenKes RI,2015,"Buku ini menjelaskan pemberian taburia, manajemen kegiatan, pemberian taburia, sosialisasi taburia, pencatatan dan pelaporan, pemantauan dan evaluasi taburia dll."
4062.0,Bagan tatalaksana anak gizi buruk buku I,Buku,KemenKes RI,2015,"Buku ini berisi tentang pemberian cairan dan maknan untuk stabilisasi, petunjuk pemberian F-75 untuk penderita gizi buruk tanpa edema dst."
4063.0,Pedoman pelayanan anak gizi buruk,Buku,KemenKes RI,2014,"Buku ini berisi tentang kriteria anak gizi buruk dan alur pemeriksaan, penanganan anak gizi buruk rawat jalan, penanganan anak gizi buruk rawat inap, pemantauan dan evaluasi dll."
4064.0,Panduan pembentukan dan pmbinaan kelompok pendukung ibu menyusui,Buku,KemenKes RI,2012,"Buku ini menjelaskan tentang konsep kelompok pendukung ibu menyusui, pengorganisasian pembentukan KP-ibu menyusui, dukungan lintas sektor dan lintas progran dalam penggerakan KP-Ibu, replikasi dan kelangsungan KP-Ibu menyusui, pemantauan dan evaluasi KP-Ibu Menyusui dll"
4065.0,Pedoman Teknis Pemberian Injeksi Vitamin K1 Profilaksis Pada Bayu Baru Lahir,Buku,Depkes RI,2009,"Buku ini berisi tentang kebijakan dan strategi, supervisi, monitoring dan evaluasi, dst."
4066.0,Petunjuk teknis tatalaksana anak gizi buruk Buku II,Buku,KemenKes RI,2015,"Buku ini berisi tentang tindakan mengatasi tanda bahaya, tindakan dan pengobatan penyakit penyulit, terapi gizi, cara pembuatan formula dll."
4067.0,Pembelajaran Promosi Kesehatan dan Pemberdayaan Masyarakat Mitra KemenKes,Buku,KemenKes RI,2012,"Buku ini berisi tentang perilaku hidup bersih dan sehat, pengembangan desa dan kelurahan siaga aktif, promosi kesehatan di rumah sakit, peningkatan kesehatan ibu dan anak, pengendalian penyakit menular, pengendalian penyakit tidak menular dll."
4068.0,Peraturan Menteri Kesehatan RI No. 65 Tahun 2013 Ttg Pedoman Pelaksanaan dan Pembinaan Pemberdayaan Masy. Bid. Kesehatan,Buku,KemenKes RI,2015,Buku ini berisi tentang peraturan menteri kesehatan RI nomor 65 tahun 2013 tentang Pedoman Pelaksanaan dan Pembinaan Pemberdayaan Masyarakat Bidang Kesehatan
4069.0,Pedoman Menggalang Kemitraan di Bidang Kesehatan,Buku,KemenKes RI,2012,"Buku ini berisi tentang kesehatan sebagai investasi bagi pembangunan, kemitraan dalam pembangunan bidang kesehatan, langkah-langkah menggalang kemitraan, indikator keberhasilan dll."
4070.0,"Pedoman Pembinaan dan Penyuluhan Kampanye Pencegahan HIV/Aids Aku Bangga Aku Tahu""""",Buku,KemenKes RI,2013,"Buku ini berisi tentang cara menggunakan buku pedoman pembinaan dan penggunaan media KIE Aku Bangga Aku Tahu"", lembar materi kegiatan, lembar kegiatan, lembar pre dan post-test dll."""
4071.0,Pedoman dan modul penyusunan rencana aksi daerah pangan dan gizi,Buku,KemenKes RI,2011,"Buku ini berisi tentang pembangunan pangan dan gizi, pengorganisasian penyusunan RAD-PG, langkah teknis dan jadwal penyusunan RAD-PG, sistematika RAD-PG dst"
4072.0,Pedoman gizi olahraga prestasi,Buku,KemenKes RI,2014,"Buku ini berisi tentang sistem metabolisme energi & zat gizi pada berbagai kelompok cabang olahraga, kebutuhan energi dan gizi bagi atlet, pengaturan gizi suplemen makanan pada atlet, atlet dengan kondisi khusus dst."
4073.0,Pedoman kegiatan gizi dalam penanggulangan bencana,Buku,KemenKes RI,2012,"Buku ini berisi tentang ruang lingkup kegiatan gizi dalam penangganan bencana, pelaksanaan kegiatan penanganan gizi, pemantauan dan evaluasi dll."
4074.0,Standar pemantauan pertumbuhan balita,Buku,KemenKes RI,2014,"Buku ini berisi tentang pengertian dan ruang lingkup, standar pemantauan pertumbuhan balita posyandu, standar pemantauan pertumbuhan balita di Puskesmas, monitoring dan evaluasi dll."
4075.0,Pedoman pembinaan perilaku hidup bersih dan sehat (PHBS),Buku,KemenKes RI,2011,"Buku ini berisi tentang perilaku hidup bersih dan sehat, proses pembinaan PHBS, peran pemangku kepentingan di berbagai tingkat pemerintahan dan tatanan, pemantauan dan evaluasi dll."
4076.0,Keputusan MenKes RI No.004/MENKES/SK/II/2012 ttg Petunjuk Teknis Promosi Kesehatan Rumah Sakit (PKRS),Buku,KeMenKes,2014,"Buku ini berisi tentang pengertian rumah sakit, promosi kesehatan oleh rumah sakit, pelaksanaan promosi kesehatan bagi pasien rumah sakit, pelaksanaan promosi kesehatan bagi klien sehat, pelaksanaan promosi kesehatan di luar gedung rumah sakit, langkah-langkah pengembangan PKRS, indikator keberhasilan dll."
4077.0,Standar Promosi Kesehatan Rumah Sakit,Buku,KeMenKes,2011,"Buku ini berisi tentang promosi kesehatan rumah sakit, standar promosi kesehatan Rumah Sakit, pemantauan dan evaluasi dll"
4078.0,Pedoman Penyelenggaraan Corporate Social Responsibility (CSR) Dlm Pembangunan Kesehatan,Buku,KeMenKes,2014,"Buku ini berisi tentang corporate social responsibility (CSR), prioritas program kesehatan, langkah-langkah melaksanakan program CSR bidang kesehatan, program kesehatan dan CSR yang dapat dipilih untuk dilaksanakan, dst."
4079.0,Informasi program pencegahan dan penanggulangan masalah gizi mikro,Buku,KemenKes RI,2013,"Buku ini berisi tentang permasalahan gizi di indonesia, pola konsumsi pangan tahun 2011, dampak kurang gizi pada awal kehidupan terhadap kualitas SDM, indeks pembangunan manusia (IPM) indonesia tahun 2011 dst."
4080.0,"Promosi Kesehatan Didaerah Tertinggal, Perbatasan dan Kepulauan",Buku,KeMenKes,2011,"Buku ini berisi tentang selayang pandang, percepatan pembangunan daerah tertinggal, perbatasan dan kepulauan, langkah-langkah pelaksanaan promosi kesehatan, dll"
4081.0,Info Pangan Dan Gizi: Media Penyalur Informasi Pangan Dan Gizi,Buku,KeMenKes,2013,"Majalah ini berisi tentang obesitas, dampak perubahan iklim, kajian sistem kelembagaan cadangan pangan masyarakat, kajian legislasibidang peternakan, pengembangan model usaha, kejadian diabetes melitus, asupan zat gizi makro dll."
4082.0,Promosi Kesehatan Di Daerah Bermasalah Kesehatan: Panduan Bagi Petugas Kesehatan Di Puskesmas,Buku,KeMenKes,2011,"Buku ini menjelaskan tentang penanggulangan daerah bermasalah kesehatan (PDBK), promosi kesehatan di daerah bermasalah kesehatan, langkah-langkah pelaksanaan promosi kesehatan, penutup dst."
4083.0,Gizi Seimbang bagi Jemaah Haji,Buku,KeMenKes,2010,"Buku ini berisi tentang apa yang dimaksud makanan dengan gizi seimbang?, mengapa perlu makanan dengan gizi seimbang?, kapan makanan dengan gizi seimbang di terapkan, bagaimana menerapkan makanan gizi seimbang?, bagaimana dengan minum susu? dst."
4089.0,Buku Saku Perawatan Tali Pusat,Buku,EGC,2009,Buku ini berisi tentang
4091.0,Jurnal Kesehatan Masyarakat Nasional,Jurnal Kesehatan Masyarakat,FKM UI,2014,"Jurnal ini berisi tentang efek samping obat terhadap kepatuhan pengobatan antiretroviral orang dengan HIV/Aids, pengaruh rejimen terhadap ketidakpatuhan berobat tuberkulosis, prevalensi sindrom metabolik pada pekerja perusahaan, upaya peningkatan status gizi balita malnutrisi akut berat melalui program home care, mutu pelayanan puskesmas perawatan yang berstatus badan layanan umum daerah dll."
4347.0,Asuhan Keperawatan Pda pasien Dgn Gangg.Eksokrin & Endokrin,Buku,Graha Ilmu,2008,"Buku ini berisi tentang Anatomi fisiologi pankreas, pankreatitis, Diabetes melitus dsb."
4349.0,Vocabulary & Grammar in use For Nursing New Edition,Buku,EPN Consultant,2014,"Buku ini berisi tentang recurrent cough and cold, the work of doctors and nurses, the consent form, the wards in hospital, nursing report, diabetes melitus, a patient with hypertension dll."
4350.0,Vocabulary & Grammer in use For Nursing,Buku,EPN Consultant,2007,"Buku ini berisi tentang recurrent cough and cold, the work of doctors and nurses, the consent form, the wards in hospital, nursing report, diabetes melitus, a patient with hypertension dll."
4351.0,101 Tips Terpenting Merawat Bayi,Buku,Dian Rakyat,2006,"Buku ini berisi tentang menangani bayi baru lahir, popok bayi, memandikan bayi, membuka & mengenakan pakaian, menyusui, memberi susu botol, makanan padat pertama, jalan-jalan bersama bayi, tidur dengan tenang, kesehatan & keamanan bayi dll."
4353.0,Buku Pedoman Pelaksanaan Akselerasi Penanggulngn HIV/Aids 100 Kab,Buku,Komisi Penanggulangan Aids,2006,"Buku ini berisi tentang manajemen program, manajemen program teknis, dukungan aspek legal dll"
4354.0,Pedoman Pembinaan & Pengembangan UKS,Buku,Departemen Kesehatan,2009,"Buku ini berisi tentang organisasi, program pembinaan dan pengembangan, pengendalian dan pelaksanaan dll"
4355.0,Promosi Kesehatan Teori Dan aplikasi,Buku,Rineka Cipta,2007,"buku ini berisi tantang teori dasar promosi kesehatan, teori penunjang promosi kesehatan, aplikasipromosi kesehatan."
4356.0,Promosi kesehatan,Buku,EGC,2009,"Buku ini berisi tentang pemikiran dasar promosi kesehatan, kompetensi inti promosi kesehatan, konsep perilaku dan proses belajar,daftar pustaka, indeks."
4357.0,Promosi Kesehatan Sebuah Pengantar Proses Belajar Mengajar Dalam Pendidikan,Buku,Graha Ilmu,2007,"Buku ini berisi tentang konsep dasar pendidikan kesehatan, konsep belajar dan pembelajaran, media dalam pembelajaran, pengajaran dan perencanaan pengajaran, pelaksanaan dalam belajar mengajar, evaluasi dalam belajar, pengembangan dan dasar-dasar kurikulum, komunikasi dan pendidikan kesehatan, konsep dasar praktek pelayanan kesehatan, kurikulum berbasis kompetensi (KBK) dll"
4358.0,Dasar-dasar Pendidikan Kesehatan Masyarakat dan Promosi Kesehatan,Buku,TIM,2010,"Buku ini berisi tentang konsep pendidikan kesehatan masyarakt, konsep prilaku, teknologi pendidikan, proses penyelenggraan pendidikan kesehatan masyarakat, dasar-dasar promosi kesehatan dll."
4359.0,Jangan Kerdilkan Promosi Kesehatan,Buku,PPKMI,2009,"Buku ini berisi tentang tolong jangan kerdilkan promosi kesehatan, awas,promosi kesehatan bukan komunikasi publik (HUMAS), taat azas dalam pelaksanaan promosi kesehatan, peningkatan PHBS versus promosi kesehatan, aspek perilaku dalam epidemiologi, pertahanan sipil masyarakat melawan nyamuk aedes aegypti, pemberdayaan masyarakat untuk menurunkan angka kematian ibu dan anak, desa siaga instant"", profesionalisme SDM promosi kesehatan dll."""
4363.0,Ilmu Kandungan,Buku,Yayasan Bina Pustaka Sarwono Prawirohardjo,2011,"Buku ini menjelaskan tentang Anatomi panggul & anatomi isi rongga panggul, embriologi sistem alat-alat urogenital, endokrinologi reproduksi pada perempuan, pemeriksaan ginekologi, haid & siklusnya, gangguan haid/perdarahan uterus abnormal dll."
4364.0,Panduan Praktik Keperawatan Nosokomial,Buku,Citra Aji Parama,2010,"Buku ini berisi tentang metode dasar pencegahan infeksi nosokomial, pencegahan infeksi nosokomial khusus, dekontaminasi & sterilisasi, pengelolaan linen dll."
4375.0,Keterampilan dan Prosedur Laboratorium: Keperawatan Dasar,Buku,EGC,2006,"Buku ini menjelaskan tentang pemeriksaan fisik, nutrisi, higiene, eliminasi, keamanan & keselamatan, perawatan perioperatif, oksigenasi, teknik mengatasi nyeri, pemberian obat, keseimbangan cairan & elektrolit ( terapi Intravena ) dst."
4451.0,Panduan Praktik Keperawatan Kebutuhan Dasar Manusia,Buku,Citra Pustaka,2010,"Buku ini berisi tentang prosedur pengendalian infeksi nosokomial, prosedur pemeriksaan tanda-tanda vital, prosedur pemenuhan kebutuhan mobilitas, prosedur pemenuhan oksigen, prosedur perawatan luka, prosedur pemenuhan kebutuhan nutrisi dll."
4452.0,Kebutuhan Dasar Manusia dan Proses Keperawatan,Buku,Salemba,2006,"Buku ini berisi tentangproses keperawatan, kebutuhan oksigenasi, kebutuhan nutrisi, kebutuhan cairan & elektrolit, kebutuhan eliminasi, kebutuhan personal hygiene, aktivitas, istirahat & tidur, keselamatan & keamanan, Kebutuhan dll."
4453.0,Buku Ajar Kebutuhan Dasar Manusia:Teori & Aplikasi,Buku,Elexmedia,2008,"Konsep kebutuhan dasar manusia, pemenuhan kebutuhan nutrisi, pemenuhan kebutuhan cairan dan elektrolit, pemenuhan kebutuhan eliminasi, higien personal dan ingkungan rumah sakit, Dll"
4454.0,New Foundations in Therapeutic Massage & Bodywork,Buku,The Mc Graw Hill,2008,"basic concept of therapeutic massage and bodywork, kinesiology, anatomy, and pathophysiology, beyond the basic curriculum, complementary massage and bodywork modalities, wellness for body and mind, ethics and professional business practices, pharmacology and specific pathology routines dst."
4455.0,First's Aid : Radiologi For The Wards,Buku,Mc Graw Hill Company,2009,"Buku ini menjelaskan tentang how to succeed in the radiology clerkship, high-yield facts: neuroradiology, chest radiology, gastrointestinal radiology, obstetrics and gynecology, pediatric radiology, classified, dsb."
4456.0,Medical Terminologi Language For Health Care,Buku,Mc Graw Hill Company,2006,"Buku ini berisi tentang learning terminology, prefixes and suffixes in medical terms, body structur, the integumentary system, the musculoskeletal system, the cardiovaskular system, the respirotory system, the nervous system, the blood system dll."
4457.0,"Nutrition For Health, fitness & Sport",Buku,Mc Graw Hill Company,2007,"Buku ini berisi tentang introduction to nutrition for health, fitness and sports performace, healthful nutrition for fitness and sport, human energy, carbohidrates: the main energy food, fat: an important energy source during exercise, protein: the tissue builder, vitamins, mineral dll."
4458.0,Complication in Peripheral Vascular Interventions,Buku,Informa Health Care,2007,"Buku ini berisi tentang complications-gengeral considerations, specific complications by vessel area or specific scenarios, arterial and venous access site complications dll."
4459.0,Congenital Malformations evidence-based evaluation and Management,Buku,Mc Graw Hill Company,2008,"Buku ini berisi tentang general conciderations, central nervous system malformations, craniofacial malformations, respiratory malformations, cardiac malformations, gastrointestinal malformations, renal malformations, skeletal malformations, miscellaneous malformations dll"
4460.0,Allergy & Asthma,Buku,Mc Graw Hill Company,2008,"Buku ini berisi tentang introduction to the immune system, the history and physical examination of the allergic patient, prevalence of allergic diseases in children, adult and the elderly,allergic deseases of the eye dll."
4461.0,Lange Question & Answer Surgery,Buku,Mc Graw Hill Company,2007,"Buku ini berisi tentang surgical critical care/pre-and postoperative care, skin,soft tissue, and breast, endoscrine, head and neck, cardiac and thoracic, small and large intestines and appendix dll."
4462.0,Vaccines: What Every Parent Should Know,Buku,Wiley Publish,1999,"Buku ini berisi tentang do westill need vaccines?, how do vaccines work?, how are vaccines made?, are vaccines safe?, Who recommends vaccines, vaccines for all children, vaccines for some children?, vaccines for childre who travel to far-off lands, vaccines for children in the future dll"
4463.0,An Illustrated Pocket Book of Hypertension,Buku,The Parthenon,2003,"Buku ini berisi tentang target organs, measurement of blood pressure, investigation of secondary hypertension, coarctation of the aorta dll"
4465.0,Hole's Essentials of Human Anatomy and Physiology,Buku,Mc Graw Hill Company,2008,Buku ini berisi tentang
4466.0,Diagnosis Fotografik & Penatalaksanaan Penyakit Kulit,Buku,EGC,2013,"Buku ini berisi tentang penyakit kulit umum: diagnosis & penatalaksanaan, penyakit sistematis dan Kulit, prosedur dermatologik, gangguan dermatologik pada populasi khusus, glosari bergambar lesi kulit dasar, terapi topikal dll."
4467.0,Emergency Medical Responder,Buku,Mc Graw Hill Company,2007,"Buku ini berisi tentang legal and ethical issues, introduction to the EMS system, airway and breathing dll."
4468.0,Manajemen Rumah Sakit,Buku,PustakaSinar Harapan,2003,"Rumah Sakit BUMN, Pengelolaan Rumah Sakit pada umumnya, perencanaan, dll"
4469.0,Life Span Development,Buku,Mc Graw Hill Company,2008,"Buku ini berisi tentang the life span developmental perspective, infancy, beginning, early childhood, middle and late childhood, endings, adolescence, early adulthood dll."
4470.0,Internal Medicine,Buku,Mc Graw Hill Company,2008,"Buku ini berisi tentang interdisciplinary medicine, assessing the medical literature, geriatric medicine, allergy and immunology, cardiovaskular medicine, endocrinology and metabolism, hematology, liver, oncology dll"
4471.0,Neuro Science,Buku,Sinaver Associates,2004,"Buku ini berisi tentang neural signaling, sensation and sensory processing, movement and its central control, the changing brain, complex brain funtions, dll"
4472.0,Safe Fire Fighting volume 1,Buku,Mc Graw Hill Company,2007,"Buku ini berisi tentang basic fisrt aid and CPR, protective equipment, preconnected attack lines, supply hose lines, large attack lines, single-family-dwelling fires, ground cover fires dll"
4473.0,Elementary Statistics From Discovery to decision,Buku,John Wiley & Sons,2003,"Buku ini berisi tentang the language of statistics, graphical displays of date, numerical descriptors of data, abalyzing bivariate data, probability, random variables and probability distributions,"
4474.0,Perawatan Ibu Bersalin,Buku,Grafidian,2008,"Buku ini berisi tentang konsep dasar persalinan, faktor yang mempengaruhi persalinan, anatomi alat reproduksi wanita, kebutuhan dasar ibu selama persalinan, askeb ibu bersalin kala I, II, deteksi komplikasi & penyulit kala II & cara mengatasi, Askeb pada ibu bersalin kala III, askeb ibu bersalin kala IV, deteksi komplikasi kala III serta cara mengatasinya dll."
4475.0,Dokumentasi Keperawatan,Buku,TIM,2009,"Buku ini berisi tentang pengantar dokumentasi proses keperawatan, konsep manajemen resiko, aspek etik & aspek legak dokumentasi proses keperawatan, kerangka kerja dokumentasi proses keperawatan, pelaksanaan dokumentasi proses keperawatan, dokumentasi proses keperawatan utk prosedur & populasi khusus dll."
